id,source,link,mydate,category,listname
4050,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/top_gucci_mane_guest_appearanc.php","01/05/11 00:00:00","music","Top 5 Hip Hop Guest Appearances (All Of Them Involving Gucci Mane)"
4051,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/best_instances_of_shit_fuck_as.php","01/05/11 00:00:00","music","Top 10 Uses of Profanity"
4052,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/2010s_top_10_wtf_la_nightlife.php","01/05/11 00:00:00","miscellaneous","Top 10 WTF LA Nightlife Moments"
4053,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/tk_top_10_craziest_photos_of_t.php","01/05/11 00:00:00","photos","Top 10 Crazy and Ridiculous Music Photos"
4054,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/top_worst_lyrics_train.php","01/05/11 00:00:00","music","Top 10 Worst Lyrics"
4055,"LA Weekly","http://blogs.laweekly.com/westcoastsound/2010/12/tk_best_musician_mustaches.php","01/05/11 00:00:00","fashion","Top 10 Best Musician Mustaches"
4056,"Gawker","http://gawker.com/5726228/the-best-movie-posters-of-2010","01/06/11 00:00:00","film","Best Movie Posters"
4057,"Technology","http://techcrunch.com/2011/01/09/daniel-raffel-geek-2010/","01/09/11 00:00:00","gadgets","Favorite New Geek Stuff"
4058,"Robot6","http://robot6.comicbookresources.com/2011/01/the-50-best-covers-of-2010/","01/09/11 00:00:00","comics","50 Best Covers"
4224,"Film School Rejects","https://filmschoolrejects.com/most-beautiful-shots-of-the-decade/","11/15/19 00:00:00","film","100 Most Beautiful Shots"
4225,"A.V. Club","https://aux.avclub.com/the-100-best-worst-and-weirdest-things-we-saw-on-the-1839566367","11/15/19 00:00:00","internet","100 Best, Worst, and Weirdest Things"
4226,"TIME","https://time.com/5725149/best-movies-2010s-decade/","11/15/19 00:00:00","film","10 Best Movies"
4227,"Loudwire","https://loudwire.com/best-rock-albums-decade-2010-2019/","11/15/19 00:00:00","music","66 Best Rock Albums"
4228,"Paste","https://www.pastemagazine.com/articles/2019/11/best-movies-2010s-decade.html","11/15/19 00:00:00","film","100 Best Movies"
4229,"A.V. Club","https://aux.avclub.com/the-25-best-comics-of-the-2010s-1839672515","11/15/19 00:00:00","comics","25 Best Comics"
4230,"TIME","https://time.com/5719966/best-fiction-books-2010s-decade/","11/15/19 00:00:00","books","10 Best Fiction Books"
4231,"A.V. Club","https://tv.avclub.com/the-100-best-tv-shows-of-the-2010s-1839672858","11/15/19 00:00:00","tv","100 Best TV Shows"
4232,"Polygon","https://www.polygon.com/features/2019/11/4/20944265/best-games-2019-2010-ps4-switch-xbox-pc-100-51","11/15/19 00:00:00","games","100 Best Games"
4233,"Stereogum","https://www.stereogum.com/featured/best-albums-of-the-2010s-list/","11/15/19 00:00:00","music","100 Best Albums"
4234,"Polygon","https://www.polygon.com/2019/11/5/20929735/best-movies-of-the-decade-2010s","11/15/19 00:00:00","film","Best Movies"
4235,"Polygon","https://www.polygon.com/comics/2019/11/5/20948599/best-comics-of-decade-2010s","11/15/19 00:00:00","comics","15 Best Comics"
4236,"Polygon","https://www.polygon.com/2019/11/6/20948241/best-new-anime-of-the-decade-2010s","11/15/19 00:00:00","film","38 Best Anime"
4237,"Polygon","https://www.polygon.com/2019/11/11/20931973/best-new-animated-movies-of-2010s-disney-anime-pixar-laika","11/15/19 00:00:00","film","16 Best Animated Movies"
4238,"Noisey","https://www.vice.com/en_us/article/qvg5j3/the-100-best-albums-of-the-2010s","11/15/19 00:00:00","music","100 Best Albums"
4239,"Film School Rejects","https://filmschoolrejects.com/best-movies-of-the-decade-2010s/","11/15/19 00:00:00","film","100 Best Movies"
4240,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/","11/15/19 00:00:00","music","100 Best Albums"
4241,"MLB.com","https://www.mlb.com/news/best-mlb-teams-of-decade-2010-19","11/15/19 00:00:00","sports","10 Best MLB Teams"
4242,"Paste","https://www.pastemagazine.com/articles/2019/11/best-breweries-of-the-decade-2010s-american.html","11/15/19 00:00:00","food","50 Best American Breweries"
4243,"Tech Republic","https://www.techrepublic.com/article/the-best-android-phones-of-the-past-decade/","11/15/19 00:00:00","technology","Best Android Phones"
4244,"IndieWire","https://www.indiewire.com/gallery/best-tv-pilots-decade-ranked/","11/15/19 00:00:00","tv","20 Best TV Pilots"
4245,"TVGuide.com","https://www.tvguide.com/news/best-shows-of-decade-2010s/","11/15/19 00:00:00","tv","25 Best TV Shows"
4246,"Paste","https://www.pastemagazine.com/articles/2019/10/best-songs-of-the-2010s-1.html","11/15/19 00:00:00","music","100 Best Songs"
4247,"Film School Rejects","https://filmschoolrejects.com/best-horror-movies-of-the-decade/","11/15/19 00:00:00","film","50 Best Horror Movies"
4248,"What Culture","https://whatculture.com/tv/10-best-new-cartoons-of-the-decade","11/15/19 00:00:00","tv","10 Best Cartoons"
4249,"ScreenCrush","https://screencrush.com/best-movies-of-the-2010s-matt-singer/","11/15/19 00:00:00","film","20 Best Movies"
4250,"TVGuide.com","https://www.tvguide.com/news/best-of-decade-2010s-best-worst-moments/","11/15/19 00:00:00","tv","52 Best TV Moments"
4251,"ScreenRant","https://screenrant.com/best-horror-movies-decade-2010s/","11/15/19 00:00:00","film","15 Best Horror Movies"
4252,"Entertainment.IE","https://entertainment.ie/tv/tv-news/20-most-iconic-tv-characters-decade-429662/","11/15/19 00:00:00","tv","20 Most Iconic TV Characters"
4253,"IndieWire","https://www.indiewire.com/gallery/best-tv-costumes-of-the-decade/","11/15/19 00:00:00","tv","15 Best TV Costumes"
4254,"IndieWire","https://www.indiewire.com/gallery/best-tv-costumes-of-the-decade/thecrown_201_unit_01332_r_crop/","11/15/19 00:00:00","fashion","15 Best TV Costumes"
4255,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-rock-songs-of-the-2010s/","11/15/19 00:00:00","music","25 Top Rock Songs"
4256,"TIME","https://time.com/5720016/best-nonfiction-books-2010s-decade/","11/15/19 00:00:00","books","10 Best Nonfiction Books"
4257,"Stereogum","https://www.stereogum.com/featured/best-songs-of-the-2010s-list/","11/15/19 00:00:00","music","200 Best Songs"
4258,"Paste","https://www.pastemagazine.com/articles/2019/11/best-podcasts-of-the-decade-2010s.html","11/15/19 00:00:00","podcasts","30 Best Podcasts"
4259,"Paste","https://www.pastemagazine.com/articles/2019/11/best-indie-rock-albums-2010s.html","11/15/19 00:00:00","music","50 Best Indie Rock Albums"
4260,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-hip-hop-and-rb-albums-of-the-2010s/","11/15/19 00:00:00","music","25 Top Hip-Hop and R&B Albums"
4261,"Paste","https://www.pastemagazine.com/articles/2019/11/best-rap-albums-2010s.html","11/15/19 00:00:00","music","30 Best Hip-Hop Albums"
4262,"ScreenCrush","https://screencrush.com/best-movie-trailers-of-the-2010s/","11/15/19 00:00:00","film","25 Best Movie Trailers"
4263,"YardBarker","https://www.yardbarker.com/entertainment/articles/it_was_all_a_meme_the_best_internet_moments_of_the_2010s/s1__30538370#slide_2","11/15/19 00:00:00","internet","25 Best Internet Moments"
4264,"Stereogum","https://www.stereogum.com/2063870/the-20-best-music-videos-of-the-2010s/franchises/2010s-in-review/","11/15/19 00:00:00","musicvideos","20 Best Music Videos"
4265,"Paste","https://www.pastemagazine.com/articles/2019/11/best-stand-up-specials-of-the-2010s.html","11/15/19 00:00:00","comedy","40 Best Stand-up Specials"
4266,"YardBarker","https://www.yardbarker.com/entertainment/articles/the_50_best_films_of_the_2010s/s1__30401744","11/15/19 00:00:00","film","50 Best Films"
4267,"YardBarker","https://www.yardbarker.com/general_sports/articles/the_top_50_athletes_of_the_2010s/s1__30448460","11/15/19 00:00:00","sports","50 Top Athletes"
4268,"Paste","https://www.pastemagazine.com/articles/2019/10/best-cover-songs-2010s.html","11/15/19 00:00:00","music","30 Best Cover Songs"
4269,"Paste","https://www.pastemagazine.com/articles/2019/11/best-memoirs-of-the-decade-2010s-list-nonfiction.html","11/15/19 00:00:00","books","25 Best Memoirs"
4270,"Paste","https://www.pastemagazine.com/articles/2019/10/best-sci-fi-movies-2010s.html","11/15/19 00:00:00","film","35 Best Sci-Fi Movies"
4271,"Pitchfork","https://pitchfork.com/features/article/2010s-best-music-videos/","11/15/19 00:00:00","musicvideos","20 Favorite Music Videos"
4272,"Paste","https://www.pastemagazine.com/articles/2019/10/best-country-albums-2010s.html","11/15/19 00:00:00","music","30 Best Country Albums"
4273,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-tours-of-the-2010s/","11/15/19 00:00:00","music","25 Top Tours"
4274,"Genius","https://genius.com/a/the-genius-communitys-100-best-albums-of-the-2010s","11/15/19 00:00:00","music","100 Best Albums"
4275,"John Campea","https://www.youtube.com/watch?v=wRG-ntnhXWo","11/15/19 00:00:00","comics","10 Top Best Comic Book Movies"
4276,"TIME","https://time.com/5722419/best-tv-shows-2010s-decade/","11/15/19 00:00:00","tv","10 Best TV Shows"
4277,"IndieWire","https://www.indiewire.com/feature/best-tv-shows-decade-2010-2019-netflix-hbo-1202148573/2/","11/15/19 00:00:00","tv","38 Best TV Shows"
4278,"Crack Magazine","https://crackmagazine.net/article/what-just-happened/the-top-100-songs-of-the-decade/","11/15/19 00:00:00","music","100 Top Songs"
4279,"Metacritic","https://www.metacritic.com/feature/best-albums-of-the-decade-2010s","11/15/19 00:00:00","music","50 Best Albums"
4280,"Lithub","https://lithub.com/the-10-best-short-story-collections-of-the-decade/","11/15/19 00:00:00","books","10 Best Short Story Collections"
4281,"Lithub","https://lithub.com/the-10-best-debut-novels-of-the-decade/","11/15/19 00:00:00","books","10 Best Debut Novels"
4282,"Lithub","https://lithub.com/the-10-best-short-story-collections-of-the-decade/","11/15/19 00:00:00","books","10 Best Short Story Collections"
4283,"Lithub","https://lithub.com/the-10-best-poetry-collections-of-the-decade/","11/15/19 00:00:00","books","10 Best Poetry Collections"
4284,"Lithub","https://lithub.com/the-10-best-memoirs-of-the-decade/","11/15/19 00:00:00","books","10 Best Memoirs"
4285,"Lithub","https://lithub.com/the-10-best-essay-collections-of-the-decade/","11/15/19 00:00:00","books","10 Best Essay Collections"
4286,"Lithub","https://lithub.com/the-20-best-works-of-nonfiction-of-the-decade/","11/15/19 00:00:00","books","20 Best Works of Nonfiction"
4287,"Lithub","https://lithub.com/the-10-best-translated-novels-of-the-decade/","11/15/19 00:00:00","books","10 Best Translated Novels"
4288,"TIME","https://time.com/5720170/best-movie-performances-2010s-decade/","11/15/19 00:00:00","film","10 Best Movie Performances"
4289,"Al Día","https://aldianews.com/articles/cultura/film-television/ten-latino-films-decade/56851","11/15/19 00:00:00","film","10 Best Latino Films"
4290,"YardBarker","https://www.yardbarker.com/general_sports/articles/the_2010s_50_notable_quotes_of_the_decade/s1__30541562","11/15/19 00:00:00","sports","50 Notable Quotes"
4291,"Film School Rejects","https://filmschoolrejects.com/best-action-movies-decade/","11/15/19 00:00:00","film","50 Best Action Movies"
4293,"Polygon","https://www.polygon.com/pokemon/2019/11/6/20930961/best-new-pokemon-decade-2010s","11/15/19 00:00:00","games","29 Best Pokémon"
4294,"Insider","https://www.insider.com/best-and-worst-albums-of-the-decade-according-to-critics-2019-11","11/15/19 00:00:00","music","Best and Worst Albums"
4295,"Insider","https://www.insider.com/worst-slang-words-decade-annoying-2019-11","11/15/19 00:00:00","words","8 Worst Slang Words"
4296,"CBR.com","https://www.cbr.com/worst-current-decade-anime-imdb/","11/15/19 00:00:00","film","10 Worst Anime"
4297,"What Culture","http://whatculture.com/film/20-worst-movie-moments-of-the-decade","11/15/19 00:00:00","film","20 Worst Movie Moments"
4298,"What Culture","https://whatculture.com/film/25-worst-movies-of-the-decade-according-to-imdb","11/15/19 00:00:00","film","25 Worst Movies"
4299,"Insider","https://www.insider.com/best-slang-words-2010s-we-love-2019-11","11/15/19 00:00:00","words","11 Best Slang Words"
4300,"Motoring Research","https://www.motoringresearch.com/car-news/features/greatest-cars-of-the-decade-2010s/","11/15/19 00:00:00","automobiles","20 Best Cars"
4301,"Car and Driver","https://www.caranddriver.com/features/a28804929/10-most-significant-cars-of-the-2010s/","11/15/19 00:00:00","automobiles","10 Most Significant Cars"
4302,"Business Insider","https://www.businessinsider.com/best-top-concept-cars-decade-2010s-2019-11","11/15/19 00:00:00","automobiles","9 Most Mind-Blowing Concept Cars"
4303,"Business Insider","https://www.businessinsider.com/biggest-tech-scandals-2010s-facebook-google-apple-theranos-wework-nsa-2019-10","11/15/19 00:00:00","technology","Biggest Tech Scandals"
4304,"Grit Daily","https://gritdaily.com/biggest-tech-scandals/","11/15/19 00:00:00","technology","6 Biggest Tech Scandals"
4306,"Grunge","https://www.grunge.com/173146/biggest-sports-scandals-of-the-2010s/","11/15/19 00:00:00","sports","13 Biggest Sports Scandals"
4219,"http://all-other.ru/","http://all-other.ru/",,"travel",">D>@<;5=85 A20451=KE 1>:0;>2"
4221,"http://best-beagle.ru/","http://best-beagle.ru/",,"games","45:C?06 A20451=KE 1>:0;>2"
4307,"WatchMojo","https://www.watchmojo.com/video/id/29889","11/15/19 00:00:00","theater","10 Top Musicals"
4308,"Science Times","https://www.sciencetimes.com/articles/23782/20190909/the-top-5-inventions-of-the-last-decade.htm","11/15/19 00:00:00","science","5 Top Inventions"
4310,"For Reading Addicts","http://forreadingaddicts.co.uk/news/the-20-best-books-of-the-decade-2010-2019/37792","11/15/19 00:00:00","books","20 Best Books"
4311,"CNET","https://www.cnet.com/news/25-apps-that-defined-decade-2010-2019/","11/16/19 00:00:00","technology","25 Apps That Defined the Decade"
4312,"TIME","https://time.com/5727531/best-miniseries-2010s-decade/","11/16/19 00:00:00","tv","10 Best Miniseries"
4313,"Loudwire","https://loudwire.com/best-metal-albums-decade-2010-2019/","11/16/19 00:00:00","music","66 Best Metal Albums"
4314,"Film School Rejects","https://filmschoolrejects.com/best-comedy-movies-2010s/","11/16/19 00:00:00","comedy","50 Best Comedy Movies"
4315,"Film School Rejects","https://filmschoolrejects.com/best-comedy-movies-2010s/","11/16/19 00:00:00","film","50 Best Comedy Movies"
4316,"io9","https://io9.gizmodo.com/the-10-best-superhero-films-of-the-past-decade-1838889678","11/16/19 00:00:00","film","10 Best Superhero Films"
4317,"Pitchfork","https://pitchfork.com/features/lists-and-guides/the-200-best-albums-of-the-2010s/","11/16/19 00:00:00","music","200 Best Albums"
4318,"Pitchfork","https://pitchfork.com/features/lists-and-guides/the-200-best-songs-of-the-2010s/","11/16/19 00:00:00","music","200 Best Songs"
4319,"Film School Rejects","https://filmschoolrejects.com/best-tv-shows-decade-2010s/","11/17/19 00:00:00","tv","50 Best TV Shows"
4320,"IMDB","https://screenrant.com/best-tv-shows-decade-imdb/","11/17/19 00:00:00","tv","10 Best TV Shows"
4321,"Buzzfeed","https://www.buzzfeed.com/alliehayes/keanu-reeves-best-moments-of-the-decade","11/17/19 00:00:00","people","19 Most Iconic Keanu Reeves Moments"
4322,"Buzzfeed","https://www.buzzfeed.com/noradominick/best-tv-shows-of-the-decade-2010s","11/17/19 00:00:00","tv","55 Best TV Shows"
4323,"Sports Illustrated","https://www.si.com/mlb/2019/10/26/best-world-series-games-decade","11/17/19 00:00:00","sports","10 Best World Series Games"
4324,"Paste","https://www.pastemagazine.com/articles/2019/10/best-horror-novels-of-the-2010s-decade-list-books.html","11/17/19 00:00:00","books","25 Best Horror Novels"
4325,"TVGuide.com","https://www.tvguide.com/news/best-of-decade-most-influential-shows-2010s/","11/17/19 00:00:00","tv","7 Most Influential Shows"
4326,"Exclaim!","http://exclaim.ca/film/article/exclaim_s_top_30_films_of_the_2010s","11/17/19 00:00:00","film","30 Best Films"
4327,"What Culture","http://whatculture.com/gaming/10-best-video-game-villains-of-the-decade","11/17/19 00:00:00","games","10 Best Video Game Villains"
4328,"Slash Film","https://www.slashfilm.com/best-horror-movies-of-the-past-decade-part-one/","11/17/19 00:00:00","film","100 Best Horror Movies"
4329,"What Culture","http://whatculture.com/film/25-best-movies-of-the-decade-according-to-imdb","11/17/19 00:00:00","film","25 Best Movies"
4330,"Vevo","https://hiphopdx.com/news/id.53274/title.vevo-reveals-its-top-10-hip-hop-videos-of-the-decade","11/17/19 00:00:00","musicvideos","10 Top Hip Hop Videos"
4331,"Buzzfeed","https://www.buzzfeed.com/crystalro/best-horror-films-2010s","11/17/19 00:00:00","film","31 Of The Scariest Movies"
4458,"Aquarium Drunkard","https://aquariumdrunkard.com/2019/10/30/aquarium-drunkard-decade-2010-19/","11/22/19 00:00:00","music","93 Best Albums"
4730,"Slash Film","https://www.slashfilm.com/best-movie-music-of-the-decade/","12/25/19 00:00:00","film","9 Best Music Movie Moments"
4731,"The Playlist","https://theplaylist.net/best-100-films-decade-2010s-20191202/","12/25/19 00:00:00","film","100 Best Films"
4332,"IndieWire","https://www.indiewire.com/2019/07/best-movie-scenes-2010s-1202160432/","11/17/19 00:00:00","film","25 Best Movie Scenes"
4333,"IndieWire","https://www.indiewire.com/2019/07/best-movie-music-2010s-film-score-1202161174/","11/17/19 00:00:00","film","20 Best Movie Scores"
4334,"IndieWire","https://www.indiewire.com/gallery/best-acting-movies-2010s-performances/","11/17/19 00:00:00","film","50 Best Movie Performances"
4335,"Paste","https://www.pastemagazine.com/articles/2019/10/best-videogames-of-the-decade.html","11/17/19 00:00:00","games","100 Best Videogames"
4336,"Mashable","https://mashable.com/article/best-films-of-2010s-decade/","11/17/19 00:00:00","film","15 Best Films"
4337,"CNET","https://www.cnet.com/news/the-30-best-video-games-of-the-decade-ranked/","11/17/19 00:00:00","games","30 Best Video Games"
4338,"Uproxx","https://uproxx.com/music/best-albums-2010s-ranked-decade/","11/17/19 00:00:00","music","100 Best Albums"
4339,"CNET","https://www.cnet.com/news/the-30-best-films-of-the-decade-ranked/","11/17/19 00:00:00","film","30 Best Films"
4340,"Paste","https://www.pastemagazine.com/articles/2019/10/best-novels-of-the-decade-2010s-books-list.html","11/17/19 00:00:00","books","40 Best Novels"
4341,"Mashable","https://mashable.com/article/best-television-shows-of-the-decade-2010s/","11/17/19 00:00:00","tv","15 Best TV Shows"
4342,"TVLine","https://tvline.com/feature/best-reality-shows-of-decade-the-voice-queer-eye-2010s-1087197/","11/17/19 00:00:00","tv","10 Best Reality Shows"
4343,"ScreenRant","https://screenrant.com/best-comedy-movies-decade-2010s/","11/17/19 00:00:00","film","15 Best Comedy Movies"
4344,"ESPN","https://www.espn.com/nba/story/_/id/27631817/ranking-eight-best-nba-games-2010s","11/17/19 00:00:00","sports","8 Best NBA Games"
4345,"TVLine","https://tvline.com/feature/best-series-finales-of-decade-the-office-big-bang-theory-2010s-1075839/","11/17/19 00:00:00","tv","15 Best Series Finales"
4346,"Kerrang","https://www.kerrang.com/features/the-50-best-american-metal-bands-from-the-past-decade/","11/17/19 00:00:00","music","50 Best American Metal Bands"
4347,"Uproxx","https://uproxx.com/pop/best-pop-albums-of-the-2010s-ranked/","11/17/19 00:00:00","music","30 Best Best Pop Albums"
4348,"Sports Illustrated","https://www.si.com/nba/2019/09/16/nba-finals-ranking-best-decade-warriors-cavaliers-heat-spurs-lebron-james-stephen-curry-kevin-durant-kyrie-irving","11/17/19 00:00:00","sports","10 Best NBA Finals"
4349,"ScreenRant","https://screenrant.com/best-movie-directors-decade-2010s/","11/17/19 00:00:00","film","20 Best Movie Directors"
4350,"NFL","http://www.nfl.com/news/story/0ap3000001035104/article/top-10-nfl-teams-of-the-decade-2013-seattle-seahawks-no-1","11/17/19 00:00:00","sports","10 Top NFL Teams"
4351,"ScreenCrush","https://screencrush.com/best-movie-posters-of-2010s-decade/","11/17/19 00:00:00","film","50 Best Movie Posters"
4352,"Mixmag","https://mixmag.net/feature/20-best-techno-tracks-2011-2019","11/17/19 00:00:00","music","20 Best Techno Tracks"
4353,"Discogs","https://blog.discogs.com/en/the-200-best-albums-of-the-2010s/","11/19/19 00:00:00","music","200 Best Albums"
4354,"Paste","https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html","11/17/19 00:00:00","music","100 Best Albums"
4355,"IndieWire","https://www.indiewire.com/gallery/best-movies-of-2010s-decade/","11/17/19 00:00:00","film","100 Best Movies"
4356,"Cleveland.com","https://www.cleveland.com/life-and-culture/g66l-2019/10/9ca10ee95f3302/100-greatest-albums-of-the-2010s.html","11/17/19 00:00:00","music","100 Greatest Albums"
4357,"ESPN","https://www.espn.com/nba/story/_/id/27587041/the-absolute-best-shooters-nba-decade","11/17/19 00:00:00","sports","10 Absolute Best Shooters"
4358,"The Gospel Coalition","https://www.thegospelcoalition.org/article/best-christian-albums-2010s/","11/17/19 00:00:00","music","25 Best Christian Albums"
4360,"MLB.com","https://www.mlb.com/news/10-best-individual-seasons-of-2010s","11/17/19 00:00:00","sports","10 Best Individual Baseball Seasons"
4361,"The Independent","https://www.independent.co.uk/arts-entertainment/music/features/best-albums-decade-2010s-frank-ocean-adele-taylor-swift-kanye-west-ranked-a9204121.html","11/18/19 00:00:00","music","50 Best Albums"
4362,"Entertainment Weekly","https://ew.com/celebrity/fashion-moments-2010s/","11/18/19 00:00:00","fashion","20 Defining Fashion Moments"
4363,"TIME","https://time.com/5725150/best-songs-2010s-decade/","11/18/19 00:00:00","music","10 Best Songs"
4364,"Insider","https://www.insider.com/best-and-worst-movies-of-the-past-decade-2010s-2019-11","11/18/19 00:00:00","film","13 of the Best and Worst Movies"
4365,"Entertainment Weekly","https://ew.com/movies/2019/11/16/best-movie-twists-of-the-decade-2010s/","11/18/19 00:00:00","film","10 Best Movie Twists"
4366,"Complex","https://www.complex.com/music/best-rappers-of-the-2010s/","11/18/19 00:00:00","music","10 Best Rappers"
4367,"Reader's Digest","https://www.rd.com/culture/bestselling-books-of-decade/","11/18/19 00:00:00","books","25 Bestselling Books"
4368,"IMDB","https://screenrant.com/tv-shows-worst-decade-imdb/","11/18/19 00:00:00","tv","10 Worst TV Shows"
4369,"HotCars","https://www.hotcars.com/german-cars-most-important-decade/","11/18/19 00:00:00","automobiles","10 Most Important German Cars"
4370,"Lithub","https://lithub.com/the-20-best-novels-of-the-decade/","11/19/19 00:00:00","books","20 Best Novels"
4372,"RogerEbert.com","https://www.rogerebert.com/balder-and-dash/the-best-films-of-the-2010s","11/19/19 00:00:00","film","25 Best Films"
4373,"A.V. Club","https://film.avclub.com/the-100-best-movies-of-the-2010s-1839846306","11/19/19 00:00:00","film","100 Best Movies"
4374,"Paste","https://www.pastemagazine.com/articles/2019/11/best-music-videos-2010s.html","11/19/19 00:00:00","musicvideos","25 Best Music Videos"
4375,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-pop-songs-of-the-2010s/","11/19/19 00:00:00","music","25 Top Pop Songs"
4376,"Loudwire","https://loudwire.com/best-metal-songs-decade-2010-2019/","11/19/19 00:00:00","music","66 Best Metal Songs"
4377,"Paste","https://www.pastemagazine.com/articles/2019/11/best-pop-albums-2010s.html","11/19/19 00:00:00","music","30 Best Pop Albums"
4378,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-100-films-of-the-2010s/","11/19/19 00:00:00","film","100 Top Films"
4379,"Paste","https://www.pastemagazine.com/articles/2019/11/best-live-acts-2010s.html","11/19/19 00:00:00","music","20 Best Live Acts"
4380,"IMDB","https://www.cbr.com/best-2010-anime-imdb/","11/19/19 00:00:00","film","10 Best Anime"
4381,"Cultured Vultures","https://culturedvultures.com/best-romance-novels-2010s/","11/19/19 00:00:00","books","10 Best Romance Novels"
4382,"DJ Booth","https://djbooth.net/features/2019-11-18-ten-most-valuable-rap-collaborators-of-2010s","11/19/19 00:00:00","music","10 Most Valuable Rap Collaborators"
4383,"Paste","https://www.pastemagazine.com/articles/2019/10/best-tv-show-pilots-2010s.html","11/19/19 00:00:00","tv","15 Best TV Show Pilots"
4384,"YardBarker","https://www.yardbarker.com/nfl/articles/the_25_best_nfl_teams_of_the_2010s/s1__30476711","11/19/19 00:00:00","sports","25 Best NFL Teams"
4385,"YardBarker","https://www.yardbarker.com/nhl/articles/the_25_best_nhl_teams_of_the_2010s/s1__30476957","11/19/19 00:00:00","sports","25 Best NHL Teams"
4386,"YardBarker","https://www.yardbarker.com/general_sports/articles/the_50_best_teams_of_the_2010s/s1__30448301","11/19/19 00:00:00","sports","50 Best Teams"
4387,"PopSugar","https://www.popsugar.com/beauty/best-celebrity-braids-2010s-46895948","11/19/19 00:00:00","fashion","15 Best Braided Looks"
4388,"The Fordham Ram","https://fordhamram.com/72489/culture/recapping-the-30-most-significant-memes-of-the-2010s/","11/19/19 00:00:00","internet","30 Most Significant Memes"
4389,"Paste","https://www.pastemagazine.com/articles/2019/10/the-25-best-horror-games-of-the-2010s.html","11/19/19 00:00:00","games","25 Best Horror Games"
4390,"Paste","https://www.pastemagazine.com/articles/2019/10/best-sketch-comedy-shows-of-the-2010s.html","11/19/19 00:00:00","comedy","15 Best Sketch Comedy Shows"
4391,"Exclaim!","http://exclaim.ca/music/article/exclaim_50_best_canadian_songs_of_the_2010s","11/19/19 00:00:00","music","50 Best Canadian Songs"
4392,"Paste","https://www.pastemagazine.com/articles/2019/10/best-board-games-of-2010s.html","11/19/19 00:00:00","games","25 Best Board Games"
4393,"ScreenRant","https://screenrant.com/best-2010s-christmas-movies/","11/19/19 00:00:00","film","10 Best Christmas Movies"
4394,"HypeBae","https://hypebae.com/2019/10/best-songs-2010s-music-ariana-grande-billie-eilish-blackpink","11/19/19 00:00:00","music","100 Best Songs"
4395,"Paste","https://www.pastemagazine.com/articles/2019/11/best-mobile-games-of-the-2010s.html","11/19/19 00:00:00","games","50 Best Mobile Games"
4396,"YardBarker","https://www.yardbarker.com/entertainment/articles/the_40_best_and_biggest_country_songs_of_the_2010s/s1__30550541","11/19/19 00:00:00","music","40 Best Country Songs"
4397,"Paste","https://www.pastemagazine.com/articles/2019/10/best-horror-movies-2010s.html","11/19/19 00:00:00","film","30 Best Horror Movies"
4398,"Paste","https://www.pastemagazine.com/articles/2019/10/best-young-adult-novels-of-the-decade-2010s-list.html","11/19/19 00:00:00","books","30 Best Young Adult Novels"
4399,"SPIN","https://www.spin.com/featured/30-best-movies-2010s/","11/19/19 00:00:00","film","30 Great Movies"
4400,"Cultured Vultures","https://culturedvultures.com/best-sci-fi-horror-books-2010s/","11/19/19 00:00:00","books","10 Best Sci-Fi/Horror Books"
4401,"The Young Folks","https://www.theyoungfolks.com/books/137790/best-ya-books-2010s/","11/19/19 00:00:00","books","25 Best Young Adult Books"
4402,"The Week","https://theweek.com/articles/870368/65-worst-trump-tweets-2010s","11/19/19 00:00:00","politics","65 Worst Trump Tweets"
4403,"Happy Mag","https://happymag.tv/here-are-the-10-best-movie-soundtracks-of-the-2010s/","11/19/19 00:00:00","music","10 Best Movie Soundtracks"
4404,"YardBarker","https://www.yardbarker.com/mlb/articles/the_25_best_mlb_teams_of_the_2010s/s1__30476846","11/19/19 00:00:00","sports","25 Best MLB Teams"
4405,"YardBarker","https://www.yardbarker.com/nba/articles/the_25_best_nba_teams_of_the_2010s/s1__30476858","11/19/19 00:00:00","sports","25 Best NBA Teams"
4406,"MSN","https://www.msn.com/en-us/sports/ncaafb/the-25-best-college-football-teams-of-the-2010s/ss-BBWr5hR?li=BBnba9I","11/19/19 00:00:00","sports","25 Best College Football Teams"
4407,"Entertainment.IE","https://entertainment.ie/music/10-memorable-one-hit-wonders-of-the-2010s-430105/","11/19/19 00:00:00","music","10 Most Memorable One-Hit Wonders"
4408,"Popular Mechanics","https://www.popularmechanics.com/culture/g29835144/things-we-hated-from-2010s/","11/19/19 00:00:00","science","10 Things We Want to Leave Behind"
4409,"What Culture","https://whatculture.com/film/20-worst-movie-moments-of-the-decade","11/19/19 00:00:00","film","20 Worst Movie Moments"
